delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
delhivery,groceries,scooter,same day,west,stormy,142.0,41.28,6,8,no,delivered,5,933.84
dhl,clothing,ev van,standard,central,clear,40.9,19.04,2,24,no,delivered,5,261.62
amazon logistics,clothing,scooter,express,north,foggy,167.7,20.09,7,5,yes,delayed,3,948.77
delhivery,pharmacy,van,two day,north,hot,111.8,15.89,3,16,no,delivered,4,606.67
ecom express,cosmetics,bike,same day,east,hot,21.0,8.0,0,8,no,delivered,4,229.0
fedex,groceries,truck,standard,west,hot,196.4,10.26,4,24,no,delivered,3,1012.78
blue dart,electronics,van,same day,central,stormy,70.8,46.37,8,8,yes,delayed,2,593.11
ekart,groceries,scooter,two day,west,cold,230.1,25.52,8,16,no,delivered,4,1227.06
fedex,pharmacy,scooter,two day,west,cold,271.2,45.63,9,16,no,delivered,5,1492.89
ekart,clothing,ev van,standard,south,foggy,73.6,30.03,4,24,no,delivered,3,458.09
delhivery,documents,ev bike,standard,east,cold,92.4,17.36,1,24,no,delivered,4,514.08
shadowfax,electronics,bike,standard,north,hot,14.9,49.46,1,24,no,delivered,5,222.88
xpressbees,furniture,bike,express,west,clear,145.0,3.55,5,4,yes,delayed,3,785.65
blue dart,clothing,bike,two day,north,hot,252.2,46.23,9,16,no,delivered,4,1399.69
ekart,clothing,scooter,express,north,rainy,33.9,21.07,4,2,yes,delayed,2,282.71
ekart,clothing,ev bike,two day,north,cold,51.2,39.62,2,16,no,delivered,5,374.86
shadowfax,cosmetics,bike,standard,central,rainy,223.6,40.23,12,24,no,delivered,5,1238.69
xpressbees,furniture,scooter,two day,north,foggy,191.8,15.48,6,16,no,delivered,3,1005.44
xpressbees,automobile parts,bike,two day,south,cold,60.6,4.14,2,16,no,delivered,3,315.42
ecom express,groceries,truck,two day,central,hot,52.2,39.45,1,16,no,delivered,4,379.35
xpressbees,clothing,ev bike,same day,north,clear,22.1,36.84,3,8,no,delivered,5,321.02
ekart,clothing,truck,same day,east,cold,6.3,13.42,1,8,no,delivered,4,171.76
delhivery,automobile parts,ev van,standard,north,foggy,127.4,42.36,8,24,no,delivered,4,764.08
shadowfax,pharmacy,ev bike,two day,east,stormy,33.2,27.73,7,16,no,delivered,5,249.19
ecom express,documents,ev bike,same day,central,clear,88.3,38.22,4,8,no,delivered,5,656.16
ecom express,pharmacy,scooter,same day,south,clear,262.3,23.86,6,8,no,delivered,5,1483.08
ekart,pharmacy,ev van,express,east,foggy,15.8,4.79,1,2,no,delivered,4,143.37
ekart,clothing,truck,standard,central,foggy,239.2,4.47,8,24,no,delivered,5,1209.41
delhivery,cosmetics,bike,same day,east,clear,115.1,33.73,5,8,no,delivered,3,776.69
blue dart,clothing,bike,same day,central,clear,124.2,49.52,6,8,no,delivered,4,870.85
fedex,clothing,ev van,standard,south,hot,291.8,38.8,7,24,no,delivered,4,1575.4
fedex,cosmetics,scooter,two day,south,stormy,171.0,23.14,12,16,no,delivered,5,924.42
dhl,furniture,van,standard,north,stormy,12.0,43.81,5,24,no,delivered,5,191.43
ekart,clothing,ev bike,same day,south,stormy,238.4,24.39,11,8,yes,delayed,3,1365.17
amazon logistics,electronics,ev bike,standard,north,cold,166.8,28.47,4,24,no,delivered,5,919.41
fedex,pharmacy,bike,two day,east,foggy,233.3,16.84,7,16,no,delivered,5,1217.02
amazon logistics,cosmetics,truck,express,north,cold,46.2,34.0,2,2,no,delivered,4,383.0
ecom express,clothing,ev van,express,north,rainy,79.5,28.58,7,3,yes,delayed,3,533.24
ekart,groceries,van,same day,east,hot,273.2,47.03,9,8,yes,delayed,2,1607.09
blue dart,groceries,truck,two day,west,stormy,129.5,19.91,9,16,no,delivered,3,707.23
ecom express,automobile parts,scooter,same day,north,rainy,153.7,24.73,6,8,no,delivered,4,942.69
shadowfax,fragile items,ev bike,same day,west,clear,193.3,8.82,4,8,no,delivered,4,1092.96
ekart,documents,bike,standard,east,clear,159.0,38.64,8,24,no,delivered,5,910.92
shadowfax,furniture,truck,two day,north,stormy,225.4,49.16,12,16,no,delivered,5,1274.48
fedex,automobile parts,van,same day,east,clear,67.7,48.92,5,8,no,delivered,3,585.26
ecom express,groceries,truck,standard,central,stormy,276.3,23.98,13,24,no,delivered,4,1453.44
ekart,clothing,van,express,east,hot,17.1,26.57,1,2,no,delivered,5,215.21
ecom express,documents,ev van,same day,central,hot,150.4,15.12,5,8,no,delivered,5,897.36
ecom express,pharmacy,ev van,two day,central,clear,297.1,48.54,7,16,no,delivered,5,1632.7206
blue dart,automobile parts,scooter,same day,south,clear,198.0,5.95,7,8,no,delivered,4,1107.85
blue dart,documents,bike,express,north,rainy,145.2,38.94,7,4,yes,delayed,3,892.82
fedex,electronics,van,express,west,foggy,285.8,28.09,8,7,yes,delayed,2,1563.27
delhivery,clothing,truck,same day,east,clear,24.3,32.34,1,8,no,delivered,5,318.52
ekart,groceries,ev bike,two day,south,foggy,127.3,31.7,6,16,no,delivered,4,731.6
dhl,electronics,truck,same day,north,clear,271.2,21.93,8,8,yes,delayed,3,1521.79
ecom express,electronics,truck,two day,north,clear,204.4,26.11,6,16,no,delivered,4,1100.33
ecom express,pharmacy,bike,same day,central,foggy,111.2,34.93,5,8,no,delivered,4,760.79
blue dart,fragile items,ev bike,express,north,stormy,293.3,47.56,15,7,yes,delayed,3,1632.7206
ecom express,documents,scooter,express,central,foggy,228.0,20.54,8,6,yes,delayed,3,1251.62
delhivery,furniture,van,express,south,hot,293.2,22.4,6,7,no,delivered,4,1583.2
xpressbees,pharmacy,van,standard,north,rainy,175.5,8.95,9,24,no,delivered,4,904.35
amazon logistics,cosmetics,bike,same day,east,clear,3.6,33.73,1,8,no,delivered,5,218.19
ecom express,automobile parts,van,standard,north,cold,291.6,45.93,7,24,no,delivered,4,1595.79
ekart,fragile items,van,two day,south,foggy,247.4,26.71,7,16,no,delivered,5,1317.13
ecom express,documents,scooter,two day,north,stormy,165.5,12.13,13,16,no,delivered,4,863.89
blue dart,automobile parts,scooter,express,north,hot,49.1,23.26,3,2,yes,delayed,2,365.28
fedex,electronics,bike,same day,north,rainy,264.4,23.82,10,8,yes,delayed,3,1493.46
fedex,automobile parts,ev van,standard,central,clear,191.6,12.02,6,24,no,delivered,4,994.06
ekart,clothing,scooter,same day,north,cold,3.6,27.96,1,8,no,delivered,4,193.38
delhivery,clothing,ev van,two day,south,hot,148.6,30.89,6,16,no,delivered,3,835.67
xpressbees,clothing,ev van,same day,north,stormy,294.7,12.88,11,8,yes,failed,1,1612.14
dhl,clothing,van,two day,north,cold,176.2,22.79,6,16,no,delivered,5,949.37
shadowfax,furniture,ev bike,standard,north,foggy,213.5,32.62,8,24,no,delivered,5,1165.36
dhl,pharmacy,scooter,two day,north,clear,197.8,45.41,6,16,no,delivered,4,1125.23
dhl,cosmetics,scooter,express,north,hot,156.1,4.66,7,5,yes,delayed,3,844.48
amazon logistics,electronics,ev van,standard,east,hot,207.9,44.9,6,24,no,delivered,4,1174.2
delhivery,documents,truck,same day,south,foggy,59.5,6.85,4,8,no,delivered,3,418.05
xpressbees,clothing,ev bike,same day,north,rainy,102.0,24.77,5,8,no,delivered,4,684.31
xpressbees,clothing,ev van,standard,south,hot,266.9,44.04,8,24,no,delivered,3,1466.62
dhl,cosmetics,bike,express,east,clear,81.7,46.02,4,3,yes,delayed,2,596.56
ekart,pharmacy,scooter,two day,east,clear,125.6,39.58,2,16,no,delivered,4,746.74
delhivery,clothing,ev van,standard,north,cold,31.9,4.86,1,24,no,delivered,3,174.08
ecom express,documents,bike,standard,central,rainy,279.2,15.87,11,24,no,delivered,3,1443.61
ecom express,automobile parts,van,two day,south,hot,81.5,9.82,3,16,no,delivered,4,436.96
ekart,pharmacy,bike,same day,south,stormy,174.7,26.14,13,8,yes,delayed,3,1051.92
delhivery,documents,scooter,express,east,cold,120.2,19.66,3,4,no,delivered,3,709.98
blue dart,automobile parts,scooter,express,south,cold,104.7,45.94,5,4,yes,delayed,3,711.32
delhivery,clothing,scooter,two day,west,foggy,51.3,12.1,2,16,no,delivered,5,292.8
amazon logistics,documents,ev bike,two day,central,hot,297.1,42.42,9,16,no,delivered,3,1621.26
ecom express,cosmetics,scooter,standard,central,clear,87.5,18.02,3,24,no,delivered,3,491.56
blue dart,furniture,ev bike,two day,south,cold,119.5,43.59,4,16,no,delivered,4,728.27
xpressbees,electronics,ev van,express,north,cold,58.6,13.04,4,3,yes,delayed,3,382.12
blue dart,fragile items,truck,express,north,rainy,188.6,21.04,11,5,yes,delayed,2,1056.12
dhl,documents,truck,express,south,stormy,26.8,19.35,7,2,yes,delayed,3,242.05
shadowfax,cosmetics,van,express,west,cold,199.2,38.15,6,5,yes,delayed,2,1160.45
xpressbees,groceries,ev bike,same day,east,rainy,151.4,31.11,9,8,yes,delayed,3,950.33
amazon logistics,cosmetics,ev bike,two day,south,clear,194.6,47.14,9,16,no,delivered,4,1114.42
delhivery,automobile parts,ev van,standard,north,cold,3.6,8.13,1,24,no,delivered,5,95.6674
blue dart,cosmetics,scooter,same day,east,rainy,202.4,49.52,11,8,yes,delayed,2,1262.0
ekart,automobile parts,ev bike,standard,central,clear,14.7,4.68,2,24,no,delivered,3,95.6674
ekart,furniture,bike,standard,west,foggy,275.3,26.86,7,24,no,delivered,4,1457.08
ecom express,electronics,van,express,south,foggy,238.2,10.53,8,6,yes,delayed,3,1272.59
xpressbees,furniture,bike,two day,east,rainy,38.0,24.15,4,16,no,delivered,5,262.45
ekart,furniture,truck,express,east,cold,167.3,38.22,5,5,no,delivered,4,1001.16
ecom express,cosmetics,ev van,express,central,clear,287.1,24.05,11,7,yes,failed,2,1557.65
fedex,documents,ev bike,two day,south,cold,73.5,42.84,3,16,no,delivered,5,496.02
fedex,cosmetics,ev bike,express,south,stormy,22.7,35.35,4,2,yes,delayed,3,269.55
dhl,groceries,truck,two day,east,rainy,127.3,25.67,6,16,no,delivered,5,713.51
blue dart,cosmetics,truck,two day,north,foggy,42.3,47.15,5,16,no,delivered,4,352.95
ecom express,groceries,bike,same day,central,clear,233.5,40.49,11,8,yes,delayed,2,1388.97
delhivery,groceries,ev bike,two day,south,cold,273.7,47.53,6,16,no,delivered,3,1511.09
blue dart,clothing,ev bike,two day,central,hot,135.4,27.11,5,16,no,delivered,5,758.33
ekart,fragile items,bike,standard,east,cold,297.1,46.75,9,24,no,delivered,3,1632.7206
ekart,electronics,truck,standard,west,clear,57.8,7.31,2,24,no,delivered,4,310.93
blue dart,documents,van,express,west,cold,275.4,46.96,11,7,yes,delayed,3,1567.88
delhivery,groceries,truck,same day,west,hot,97.7,25.56,4,8,no,delivered,3,665.18
xpressbees,clothing,ev bike,express,west,stormy,270.7,0.67,15,7,yes,delayed,2,1404.79
ecom express,automobile parts,scooter,same day,west,stormy,271.4,40.57,10,8,yes,delayed,2,1578.71
blue dart,groceries,ev van,two day,south,rainy,105.3,44.66,5,16,no,delivered,4,660.48
ekart,documents,van,standard,north,stormy,7.1,28.02,3,24,no,delivered,4,119.56
fedex,documents,truck,two day,central,cold,91.5,22.4,2,16,no,delivered,5,524.7
ecom express,clothing,bike,express,central,hot,131.5,43.96,3,4,no,delivered,3,839.38
xpressbees,pharmacy,bike,two day,south,foggy,295.2,2.76,9,16,no,delivered,4,1484.28
xpressbees,furniture,scooter,same day,north,stormy,207.2,42.44,12,8,yes,delayed,3,1263.32
shadowfax,documents,ev van,standard,central,foggy,190.8,35.44,6,24,no,delivered,4,1060.32
dhl,fragile items,scooter,two day,north,foggy,193.9,30.19,5,16,no,delivered,4,1060.07
blue dart,pharmacy,van,standard,north,stormy,119.5,29.41,10,24,no,delivered,5,685.73
amazon logistics,groceries,ev van,express,central,foggy,207.2,13.92,5,6,no,delivered,5,1127.76
amazon logistics,furniture,scooter,same day,west,stormy,84.6,10.04,6,8,no,delivered,4,553.12
delhivery,pharmacy,ev bike,two day,west,cold,225.9,29.22,4,16,no,delivered,3,1217.16
xpressbees,clothing,bike,standard,west,clear,195.9,17.75,6,24,no,delivered,3,1032.75
delhivery,fragile items,bike,same day,west,foggy,224.2,13.03,10,8,yes,failed,1,1260.09
xpressbees,documents,bike,standard,east,rainy,46.3,28.81,5,24,no,delivered,4,317.93
amazon logistics,electronics,bike,express,west,clear,166.1,27.21,6,5,yes,delayed,2,962.13
blue dart,furniture,truck,express,west,clear,58.3,16.4,1,3,no,delivered,4,390.7
dhl,fragile items,bike,express,south,foggy,94.2,32.09,5,3,yes,failed,1,617.27
blue dart,cosmetics,truck,same day,east,clear,237.8,2.59,7,8,no,delivered,5,1296.77
shadowfax,documents,truck,same day,south,hot,125.8,45.59,4,8,no,delivered,4,865.77
ecom express,groceries,scooter,same day,west,foggy,15.9,7.17,3,8,no,delivered,5,201.01
delhivery,pharmacy,bike,standard,north,rainy,267.7,44.08,15,24,no,delivered,5,1470.74
dhl,documents,bike,two day,central,cold,33.1,22.89,1,16,no,delivered,4,234.17
ecom express,fragile items,bike,same day,south,stormy,149.7,38.51,11,8,yes,delayed,2,964.03
ekart,documents,truck,standard,north,hot,143.1,32.12,2,24,no,delivered,4,811.86
blue dart,clothing,ev van,two day,north,hot,120.3,27.16,6,16,no,delivered,5,682.98
fedex,electronics,van,two day,east,rainy,3.6,43.43,3,16,no,delivered,4,143.29
fedex,cosmetics,truck,same day,south,stormy,77.0,8.6,6,8,no,delivered,3,510.8
shadowfax,electronics,scooter,express,west,clear,47.5,49.39,2,2,no,delivered,5,435.67
ekart,fragile items,bike,two day,east,stormy,49.9,40.86,7,16,no,delivered,5,372.08
ecom express,automobile parts,scooter,express,south,cold,38.8,46.55,2,2,no,delivered,5,383.65
fedex,clothing,van,same day,south,rainy,247.4,48.42,9,8,yes,delayed,2,1482.26
ekart,electronics,ev van,same day,south,hot,31.2,9.96,1,8,no,delivered,4,285.88
ecom express,automobile parts,scooter,same day,west,clear,100.6,48.61,4,8,no,delivered,5,748.83
ecom express,clothing,ev van,two day,north,stormy,174.4,28.69,9,16,no,delivered,5,958.07
fedex,groceries,truck,standard,central,clear,13.2,29.97,1,24,no,delivered,4,155.91
delhivery,fragile items,van,standard,south,cold,158.0,14.34,3,24,no,delivered,5,833.02
shadowfax,clothing,truck,same day,north,foggy,139.7,9.7,6,8,no,delivered,4,827.6
fedex,pharmacy,ev bike,two day,west,cold,257.6,8.83,7,16,no,delivered,5,1314.49
blue dart,groceries,ev bike,express,west,cold,35.7,1.78,1,2,no,delivered,5,233.84
shadowfax,groceries,ev van,same day,west,clear,18.5,18.34,3,8,no,delivered,3,247.52
amazon logistics,automobile parts,truck,two day,south,stormy,45.0,41.0,9,16,no,delivered,4,348.0
delhivery,pharmacy,bike,same day,north,stormy,143.4,36.95,8,8,yes,delayed,2,927.85
xpressbees,documents,van,standard,central,foggy,32.4,1.8,5,24,no,delivered,5,167.4
blue dart,automobile parts,ev van,two day,east,hot,185.1,40.6,6,16,no,delivered,3,1047.3
xpressbees,pharmacy,scooter,two day,east,foggy,238.2,27.95,7,16,no,delivered,5,1274.85
dhl,electronics,van,same day,south,cold,167.1,14.89,7,8,no,delivered,3,980.17
delhivery,groceries,truck,same day,west,stormy,108.2,24.92,7,8,no,delivered,4,715.76
ecom express,documents,truck,same day,central,foggy,134.6,1.15,8,8,yes,delayed,3,776.45
blue dart,pharmacy,ev van,same day,west,cold,73.5,22.24,4,8,no,delivered,4,534.22
shadowfax,fragile items,truck,express,west,hot,255.8,14.6,10,7,yes,failed,1,1372.8
blue dart,electronics,bike,same day,west,rainy,97.7,30.76,8,8,yes,failed,2,680.78
ecom express,fragile items,scooter,same day,north,foggy,257.7,39.95,13,8,yes,failed,1,1508.35
xpressbees,automobile parts,truck,two day,east,clear,289.8,26.78,8,16,no,delivered,3,1529.34
amazon logistics,automobile parts,ev bike,two day,south,foggy,77.4,31.25,4,16,no,delivered,5,480.75
dhl,pharmacy,truck,same day,east,stormy,257.5,48.95,14,8,yes,delayed,2,1534.35
fedex,documents,ev bike,two day,central,stormy,251.1,36.65,10,16,no,delivered,3,1365.45
shadowfax,clothing,scooter,express,central,hot,183.8,10.06,6,5,yes,delayed,2,999.18
amazon logistics,automobile parts,bike,two day,east,rainy,250.3,48.18,8,16,no,delivered,5,1396.04
amazon logistics,groceries,ev van,express,north,foggy,128.2,12.63,5,4,yes,delayed,2,728.89
delhivery,groceries,truck,two day,south,hot,181.3,24.66,5,16,no,delivered,5,980.48
shadowfax,cosmetics,ev bike,express,west,hot,122.3,41.41,3,4,no,delivered,5,785.73
delhivery,cosmetics,ev van,same day,east,foggy,297.1,26.02,13,8,yes,failed,1,1632.7206
ekart,fragile items,scooter,standard,east,hot,160.0,40.3,6,24,no,delivered,4,920.9
amazon logistics,fragile items,ev van,two day,south,cold,71.9,31.14,4,16,no,delivered,4,452.92
ekart,fragile items,van,express,central,foggy,201.4,39.58,10,6,yes,delayed,3,1175.74
amazon logistics,clothing,truck,standard,central,hot,227.7,17.83,7,24,no,delivered,4,1191.99
fedex,clothing,van,express,west,rainy,258.5,48.86,10,7,yes,delayed,2,1489.08
ekart,clothing,scooter,express,central,stormy,4.8,23.18,5,2,yes,delayed,3,143.54
dhl,pharmacy,ev van,standard,north,rainy,224.4,26.14,12,24,no,delivered,5,1200.42
fedex,pharmacy,van,same day,north,hot,159.6,23.09,4,8,no,delivered,5,967.27
xpressbees,fragile items,bike,standard,west,foggy,218.2,5.67,9,24,no,delivered,4,1108.01
shadowfax,fragile items,bike,same day,west,cold,158.7,5.98,6,8,no,delivered,4,911.44
ecom express,fragile items,ev van,express,south,cold,99.6,2.6,3,3,no,delivered,4,555.8
amazon logistics,electronics,ev bike,same day,central,foggy,11.5,38.37,5,8,no,delivered,5,272.61
xpressbees,cosmetics,truck,standard,west,clear,96.8,8.81,4,24,no,delivered,5,510.43
shadowfax,fragile items,ev bike,two day,south,hot,197.1,39.53,7,16,no,delivered,4,1104.09
ekart,automobile parts,truck,standard,west,cold,3.9,45.93,1,24,no,delivered,4,157.29
dhl,groceries,ev van,two day,central,cold,276.5,11.26,5,16,no,delivered,4,1416.28
blue dart,cosmetics,bike,express,west,rainy,120.4,8.07,8,4,yes,delayed,3,676.21
dhl,groceries,bike,two day,east,clear,19.8,43.26,2,16,no,delivered,5,228.78
ecom express,clothing,ev bike,same day,central,clear,264.7,48.97,5,8,no,delivered,3,1570.41
dhl,groceries,ev van,two day,south,foggy,55.0,42.01,3,16,no,delivered,5,401.03
blue dart,documents,truck,same day,central,rainy,18.4,17.49,3,8,no,delivered,5,244.47
shadowfax,automobile parts,ev van,two day,central,clear,24.5,26.6,3,16,no,delivered,5,202.3
ecom express,clothing,van,same day,south,rainy,158.9,15.11,8,8,yes,delayed,2,939.83
amazon logistics,clothing,ev bike,same day,west,foggy,86.5,27.23,4,8,no,delivered,4,614.19
ekart,pharmacy,truck,same day,central,clear,252.7,21.71,7,8,no,delivered,5,1428.63
fedex,pharmacy,ev van,express,south,hot,164.1,42.01,7,5,yes,delayed,3,996.53
fedex,pharmacy,truck,two day,west,cold,84.1,46.82,3,16,no,delivered,5,560.96
ekart,clothing,van,two day,east,rainy,175.7,16.94,7,16,no,delivered,4,929.32
ekart,furniture,scooter,same day,east,stormy,283.3,48.8,11,8,yes,delayed,2,1632.7206
ekart,automobile parts,scooter,express,west,clear,258.9,42.79,6,7,no,delivered,4,1472.87
ecom express,electronics,bike,express,east,clear,41.8,40.63,1,2,no,delivered,5,380.89
xpressbees,fragile items,bike,same day,west,rainy,261.7,48.44,13,8,yes,delayed,3,1553.82
amazon logistics,clothing,truck,standard,central,cold,110.5,11.95,4,24,no,delivered,5,588.35
amazon logistics,documents,bike,standard,south,hot,116.0,27.02,4,24,no,delivered,5,661.06
ecom express,automobile parts,van,express,north,hot,151.7,48.67,5,5,yes,delayed,2,954.51
delhivery,documents,bike,same day,west,clear,230.7,28.5,5,8,no,delivered,4,1339.0
amazon logistics,furniture,bike,two day,central,rainy,127.3,0.71,7,16,no,delivered,5,638.63
delhivery,groceries,ev bike,express,central,stormy,198.7,39.81,12,5,yes,delayed,2,1162.93
fedex,pharmacy,bike,standard,east,foggy,51.9,46.22,3,24,no,delivered,4,398.16
shadowfax,groceries,van,same day,central,hot,89.2,26.31,3,8,no,delivered,5,624.93
dhl,groceries,scooter,two day,central,stormy,284.4,39.72,10,16,no,delivered,4,1541.16
blue dart,fragile items,bike,two day,south,stormy,126.6,17.71,9,16,no,delivered,4,686.13
blue dart,furniture,scooter,same day,north,stormy,218.2,46.76,12,8,yes,delayed,2,1331.28
amazon logistics,pharmacy,bike,standard,central,cold,24.8,0.67,1,24,no,delivered,5,125.47
ekart,fragile items,bike,same day,north,stormy,10.1,19.76,6,8,no,delivered,4,209.78
ekart,groceries,truck,standard,north,hot,16.7,23.01,1,24,no,delivered,5,152.53
